DATE&TIME,Air_Temp_Avg,RH_Avg
05/16/2025 19:00,18.5,95.5
05/16/2025 20:00,18,96.6
05/16/2025 21:00,17.8,97.5
05/16/2025 22:00,17.7,97.7
05/16/2025 23:00,17.6,97.9
05/17/2025 00:00,17.3,98.2
05/17/2025 01:00,17.4,98.1
05/17/2025 02:00,17.4,98.1
05/17/2025 03:00,17.4,98.3
05/17/2025 04:00,17.4,98.4
05/17/2025 05:00,17.4,98.3
05/17/2025 06:00,17.2,98.5
05/17/2025 07:00,18.2,94.5
05/17/2025 08:00,19.4,88.7
05/17/2025 09:00,24,73.39
05/17/2025 10:00,25.9,64.5
05/17/2025 11:00,27.9,55.03
05/17/2025 12:00,31.4,45.81
05/17/2025 13:00,33.8,40.82
05/17/2025 14:00,34.11,41.51
05/17/2025 15:00,33.6,41.98
05/17/2025 16:00,30.7,48.61
05/17/2025 17:00,24.4,68.9
05/17/2025 18:00,23.6,70.3
05/17/2025 19:00,22,75.9
05/17/2025 20:00,20.9,81.1
05/17/2025 21:00,18.2,91.6
05/17/2025 22:00,17.3,93.8
05/17/2025 23:00,17,93.2
05/18/2025 00:00,16.4,93.4
05/18/2025 01:00,15.6,89.5
05/18/2025 02:00,14.4,89.4
05/18/2025 03:00,14,90.9
05/18/2025 04:00,13.4,90.2
05/18/2025 05:00,13.7,88.8
05/18/2025 06:00,14,87.9
05/18/2025 07:00,14.7,82.5
05/18/2025 08:00,18.1,70.33
05/18/2025 09:00,21.9,55.14
05/18/2025 10:00,26.79,42.63
05/18/2025 11:00,25.1,42.71
05/18/2025 12:00,29.1,34.98
05/18/2025 13:00,32.39,27.91
05/18/2025 14:00,30.21,30.19
05/18/2025 15:00,30.8,26.59
05/18/2025 16:00,28.2,30.78
05/18/2025 17:00,25.6,33.41
05/18/2025 18:00,22.9,39.99
05/18/2025 19:00,19.8,64.9
05/18/2025 20:00,16.3,80
05/18/2025 21:00,14.5,87.6
05/18/2025 22:00,14,89
05/18/2025 23:00,13.4,89
05/19/2025 00:00,13.8,91.1
05/19/2025 01:00,14.1,88.9
05/19/2025 02:00,13,89.9
05/19/2025 03:00,12.6,89.8
05/19/2025 04:00,11.3,91.3
05/19/2025 05:00,11.7,90.9
05/19/2025 06:00,13,88.2
05/19/2025 07:00,15.5,85.5
05/19/2025 08:00,22.2,53
05/19/2025 09:00,23.4,44.82
05/19/2025 10:00,23.7,41.05
05/19/2025 11:00,22.5,37.63
05/19/2025 12:00,22.2,46.5
05/19/2025 13:00,24.3,53.71
05/19/2025 14:00,25,59.2
05/19/2025 15:00,25.4,58.08
05/19/2025 16:00,25,63.1
05/19/2025 17:00,26.1,59.5
05/19/2025 18:00,25.1,66.89
05/19/2025 19:00,24.2,68.39
05/19/2025 20:00,22.4,74.2
05/19/2025 21:00,22.1,74.3
05/19/2025 22:00,22.1,73.9
05/19/2025 23:00,21.9,74.2
05/20/2025 00:00,21.3,76.6
05/20/2025 01:00,20,83.1
05/20/2025 02:00,17.9,91.8
05/20/2025 03:00,17.5,94
05/20/2025 04:00,16.8,96
05/20/2025 05:00,16.9,96.7
05/20/2025 06:00,17.2,97.4
05/20/2025 07:00,20.7,90.4
05/20/2025 08:00,24.9,73.37
05/20/2025 09:00,26.7,67.21
05/20/2025 10:00,28.3,65.98
05/20/2025 11:00,32.1,53.51
05/20/2025 12:00,33.2,52.39
05/20/2025 13:00,34,48.43
05/20/2025 14:00,34.8,49
05/20/2025 15:00,35.2,50.5
05/20/2025 16:00,33.6,52.8
05/20/2025 17:00,31.4,59.11
05/20/2025 18:00,29.3,64.8
05/20/2025 19:00,28,65.6
05/20/2025 20:00,25.8,74
05/20/2025 21:00,25.4,73.7
05/20/2025 22:00,24.5,78.81
05/20/2025 23:00,23.8,82
05/21/2025 00:00,22.9,87.7
05/21/2025 01:00,22.3,90.2
05/21/2025 02:00,22.4,88.1
05/21/2025 03:00,21.4,90.9
05/21/2025 04:00,21.6,88.2
05/21/2025 05:00,21.3,87.5
05/21/2025 06:00,20.8,89.1
05/21/2025 07:00,23.5,77.8
05/21/2025 08:00,26.4,65.2
05/21/2025 09:00,28.6,61.22
05/21/2025 10:00,30,56.3
05/21/2025 11:00,30.3,55.5
05/21/2025 12:00,29.5,57.4
05/21/2025 13:00,29.3,61.71
05/21/2025 14:00,28.9,62.41
05/21/2025 15:00,27.8,74.3
05/21/2025 16:00,27.8,68.1
05/21/2025 17:00,28.2,71.6
05/21/2025 18:00,27.2,77.5
05/21/2025 19:00,26.6,74.19
05/21/2025 20:00,24.7,76.5
05/21/2025 21:00,23.4,81.7
05/21/2025 22:00,22.1,87.8
05/21/2025 23:00,22.5,85
05/22/2025 00:00,22.3,85.7
05/22/2025 01:00,22.1,86.7
05/22/2025 02:00,22,88.5
05/22/2025 03:00,22,88.4
05/22/2025 04:00,21.4,95.2
05/22/2025 05:00,21,96.1
05/22/2025 06:00,20.4,96.5
05/22/2025 07:00,21.2,92.3
05/22/2025 08:00,21.5,90.8
05/22/2025 09:00,22.9,84.3
05/22/2025 10:00,23.2,83.2
05/22/2025 11:00,24,80.2
05/22/2025 12:00,24.8,75.8
05/22/2025 13:00,25.7,73.4
05/22/2025 14:00,26.2,71.69
05/22/2025 15:00,23.7,78.7
05/22/2025 16:00,23.8,77.69
05/22/2025 17:00,22.7,80.2
05/22/2025 18:00,22.1,81.9
05/22/2025 19:00,21.4,84.3
05/22/2025 20:00,21.2,87.2
05/22/2025 21:00,21.1,86.7
05/22/2025 22:00,20.8,89
05/22/2025 23:00,20.7,90.6
05/23/2025 00:00,21.3,80.7
05/23/2025 01:00,20.9,80.9
05/23/2025 02:00,20.7,81.4
05/23/2025 03:00,20.3,81.2
05/23/2025 04:00,19.8,81.1
05/23/2025 05:00,19.3,91.9
05/23/2025 06:00,18.4,94.7
05/23/2025 07:00,19.4,84.2
05/23/2025 08:00,20.6,68.39
05/23/2025 09:00,21.6,63.2
05/23/2025 10:00,23.6,49.86
05/23/2025 11:00,23.1,54.19
05/23/2025 12:00,24,46.51
05/23/2025 13:00,25.5,39
05/23/2025 14:00,25.7,40.51
05/23/2025 15:00,23.7,41.85
05/23/2025 16:00,24.9,42.59
05/23/2025 17:00,24.8,40.52
05/23/2025 18:00,23.3,48.1
05/23/2025 19:00,21.9,49.39
05/23/2025 20:00,20.9,51.31
05/23/2025 21:00,20.2,54.08
05/23/2025 22:00,19.7,53.81
05/23/2025 23:00,18.9,62.3
05/24/2025 00:00,18.7,64.32
05/24/2025 01:00,18.4,68.31
05/24/2025 02:00,18.2,66.41
05/24/2025 03:00,17.8,63.71
05/24/2025 04:00,17.3,64.99
05/24/2025 05:00,17.1,56.7
05/24/2025 06:00,16.6,62.99
05/24/2025 07:00,17.2,63.6
05/24/2025 08:00,18,58.4
05/24/2025 09:00,19.5,53.2
05/24/2025 10:00,21.2,48.06
05/24/2025 11:00,21.6,49.07
05/24/2025 12:00,21.9,47.67
05/24/2025 13:00,21.2,51.82
05/24/2025 14:00,20.8,55.98
05/24/2025 15:00,20.2,57.6
05/24/2025 16:00,19,65.91
05/24/2025 17:00,19.1,65.41
05/24/2025 18:00,17.9,67.8
05/24/2025 19:00,17.6,66.81
05/24/2025 20:00,15.8,74.59
05/24/2025 21:00,15.6,73.41
05/24/2025 22:00,15,75.3
05/24/2025 23:00,15.7,71.3
05/25/2025 00:00,15.6,71.2
05/25/2025 01:00,15.2,73.3
05/25/2025 02:00,14.1,79.59
05/25/2025 03:00,12.1,88.2
05/25/2025 04:00,11.9,86.9
05/25/2025 05:00,10.6,91.6
05/25/2025 06:00,10.5,92.8
05/25/2025 07:00,14,83.5
05/25/2025 08:00,17.5,66.91
05/25/2025 09:00,20.5,59.09
05/25/2025 10:00,23.1,47.77
05/25/2025 11:00,22.9,45.21
05/25/2025 12:00,24.1,46.82
05/25/2025 13:00,25,41.31
05/25/2025 14:00,25.3,44.5
05/25/2025 15:00,24.7,45.81
05/25/2025 16:00,24.4,47.59
05/25/2025 17:00,23.9,44.61
05/25/2025 18:00,22.1,49.19
05/25/2025 19:00,19.8,59.8
05/25/2025 20:00,17,70.6
05/25/2025 21:00,16.4,73.69
05/25/2025 22:00,14.2,85.6
05/25/2025 23:00,13.1,89.7
05/26/2025 00:00,12.6,91.5
05/26/2025 01:00,12.1,92.6
05/26/2025 02:00,12.1,93.8
05/26/2025 03:00,12.4,91.9
05/26/2025 04:00,11.7,92.7
05/26/2025 05:00,11,93.5
05/26/2025 06:00,11,94.3
05/26/2025 07:00,14.3,82.3
05/26/2025 08:00,18.7,65.02
05/26/2025 09:00,21.9,50.81
05/26/2025 10:00,24.29,41.02
05/26/2025 11:00,24.6,41.28
05/26/2025 12:00,26,39.75
05/26/2025 13:00,27.5,37
05/26/2025 14:00,27.9,33.9
05/26/2025 15:00,27.8,35.19
05/26/2025 16:00,27.3,42.46
05/26/2025 17:00,26.2,46.09
05/26/2025 18:00,23.5,51.51
05/26/2025 19:00,21.1,54.2
05/26/2025 20:00,17.5,72.2
05/26/2025 21:00,15.6,80.9
05/26/2025 22:00,14.8,86
05/26/2025 23:00,14,88.2
05/27/2025 00:00,13.3,89.7
05/27/2025 01:00,13,90.7
05/27/2025 02:00,12.3,92.1
05/27/2025 03:00,11.8,93.1
05/27/2025 04:00,11.4,93.8
05/27/2025 05:00,11.4,94.6
05/27/2025 06:00,11.6,93.8
05/27/2025 07:00,15,83.8
05/27/2025 08:00,19.6,65.1
05/27/2025 09:00,23.4,46.09
05/27/2025 10:00,25.4,41.93
05/27/2025 11:00,26.6,41.4
05/27/2025 12:00,27.1,39.53
05/27/2025 13:00,27.9,40.31
05/27/2025 14:00,27.9,38.9
05/27/2025 15:00,27.3,39.99
05/27/2025 16:00,26.8,40.21
05/27/2025 17:00,26.8,43.88
05/27/2025 18:00,25,49.4
05/27/2025 19:00,22.2,53.8
05/27/2025 20:00,19.7,64.4
05/27/2025 21:00,17.1,76.01
05/27/2025 22:00,15.8,84.3
05/27/2025 23:00,14.9,88
05/28/2025 00:00,14.7,90.3
05/28/2025 01:00,13.7,92.6
05/28/2025 02:00,13.2,93.1
05/28/2025 03:00,12.7,94.4
05/28/2025 04:00,12.4,94.7
05/28/2025 05:00,12,95.2
05/28/2025 06:00,12.4,94.6
05/28/2025 07:00,15.2,87.2
05/28/2025 08:00,19.1,71.5
05/28/2025 09:00,23,55.11
05/28/2025 10:00,25.4,47.88
05/28/2025 11:00,26.4,44
05/28/2025 12:00,27.3,39
05/28/2025 13:00,27.3,35
05/28/2025 14:00,27.2,40
05/28/2025 15:00,27.1,40
05/28/2025 16:00,27.1,38
05/28/2025 17:00,26.3,41
05/28/2025 18:00,25.4,36
05/28/2025 19:00,23.3,67
05/28/2025 20:00,21.8,55
05/28/2025 21:00,21,58
05/28/2025 22:00,20.3,62
05/28/2025 23:00,18.5,74
05/29/2025 00:00,17.7,72
05/29/2025 01:00,17.6,70
05/29/2025 02:00,17.2,72
05/29/2025 03:00,16.2,77
05/29/2025 04:00,15.7,80
05/29/2025 05:00,15.2,82
05/29/2025 06:00,15.3,81
05/29/2025 07:00,16.9,74
05/29/2025 08:00,18.6,66
05/29/2025 09:00,21.2,59
05/29/2025 10:00,23.2,54
05/29/2025 11:00,25.1,41
05/29/2025 12:00,25.9,40
05/29/2025 13:00,26.6,42
05/29/2025 14:00,27.2,35
05/29/2025 15:00,27.2,39
05/29/2025 16:00,26.9,37
05/29/2025 17:00,24.4,57
05/29/2025 18:00,24.6,48
05/29/2025 19:00,23.9,49
05/29/2025 20:00,22.3,61
05/29/2025 21:00,21,63
05/29/2025 22:00,20.2,64
05/29/2025 23:00,19.3,68
05/30/2025 00:00,18.7,72
05/30/2025 01:00,18.8,67
05/30/2025 02:00,18.2,71
05/30/2025 03:00,17.3,77
05/30/2025 04:00,16.1,80
05/30/2025 05:00,16.4,78
05/30/2025 06:00,16,81
05/30/2025 07:00,17.4,74
05/30/2025 08:00,18.9,70
05/30/2025 09:00,20.8,58
05/30/2025 10:00,22.4,57
05/30/2025 11:00,22.9,50
05/30/2025 12:00,24.1,51
05/30/2025 13:00,25.4,47
05/30/2025 14:00,26.2,41
05/30/2025 15:00,26.2,36
05/30/2025 16:00,26.3,37
05/30/2025 17:00,26,48
05/30/2025 18:00,24,54
05/30/2025 19:00,22.5,59
05/30/2025 20:00,20.3,65
05/30/2025 21:00,20.3,65
05/30/2025 22:00,19,72
05/30/2025 23:00,18.5,63
05/31/2025 00:00,17.7,67
05/31/2025 01:00,16.8,81
05/31/2025 02:00,16.8,80
05/31/2025 03:00,15.9,80
05/31/2025 04:00,15,81
05/31/2025 05:00,15.5,82
05/31/2025 06:00,15.3,83
05/31/2025 07:00,17.1,79
05/31/2025 08:00,19,70
05/31/2025 09:00,20.6,64
05/31/2025 10:00,21.5,60
05/31/2025 11:00,22.3,62
05/31/2025 12:00,22.9,57
05/31/2025 13:00,23.9,54
05/31/2025 14:00,24.2,50
05/31/2025 15:00,24.4,52
05/31/2025 16:00,24.3,49
05/31/2025 17:00,23.8,49
05/31/2025 18:00,21.7,57
05/31/2025 19:00,20.9,63
05/31/2025 20:00,19.8,66
05/31/2025 21:00,18.4,74
05/31/2025 22:00,17.6,75
05/31/2025 23:00,17.3,77
06/01/2025 00:00,18,72
06/01/2025 01:00,17,78
06/01/2025 02:00,16.7,80
06/01/2025 03:00,16.3,80
06/01/2025 04:00,15.7,82
06/01/2025 05:00,14.9,85
06/01/2025 06:00,15.2,84
06/01/2025 07:00,17.1,76
06/01/2025 08:00,18.4,71
06/01/2025 09:00,20.8,64
06/01/2025 10:00,23.5,57
06/01/2025 11:00,25.8,51
06/01/2025 12:00,27,49
06/01/2025 13:00,27.4,40
06/01/2025 14:00,28.8,40
06/01/2025 15:00,28.3,40
06/01/2025 16:00,27.5,47
06/01/2025 17:00,26.6,48
06/01/2025 18:00,25.1,48
06/01/2025 19:00,24,52
06/01/2025 20:00,22.7,52
06/01/2025 21:00,20.9,59
06/01/2025 22:00,21.2,49
06/01/2025 23:00,20.8,55
06/02/2025 00:00,20.2,64
06/02/2025 01:00,19,73
06/02/2025 02:00,19.2,72
06/02/2025 03:00,19.1,68
06/02/2025 04:00,18.3,71
06/02/2025 05:00,18.8,72
06/02/2025 06:00,18.7,72
06/02/2025 07:00,18.7,73
06/02/2025 08:00,20.7,68
06/02/2025 09:00,21.2,66
06/02/2025 10:00,22,67
06/02/2025 11:00,22.5,63
06/02/2025 12:00,22.6,66
06/02/2025 13:00,21.4,72
06/02/2025 14:00,20.6,78
06/02/2025 15:00,19.4,83
06/02/2025 16:00,19.4,79
06/02/2025 17:00,19.1,76
06/02/2025 18:00,19.3,74
06/02/2025 19:00,19,74
06/02/2025 20:00,19.4,72
06/02/2025 21:00,19.7,68
06/02/2025 22:00,19.4,68
06/02/2025 23:00,19.3,71
06/03/2025 00:00,18.9,76
06/03/2025 01:00,18.4,78
06/03/2025 02:00,18.2,77
06/03/2025 03:00,18,78
06/03/2025 04:00,17.9,81
06/03/2025 05:00,17.1,82
06/03/2025 06:00,17,81
06/03/2025 07:00,18.4,75
06/03/2025 08:00,19.5,71
06/03/2025 09:00,19.9,70
06/03/2025 10:00,21.9,62
06/03/2025 11:00,22.8,56
06/03/2025 12:00,23.8,52
06/03/2025 13:00,23.7,54
06/03/2025 14:00,23.6,51
06/03/2025 15:00,23.7,56
06/03/2025 16:00,22,65
06/03/2025 17:00,21.7,66
06/03/2025 18:00,21.7,66
06/03/2025 19:00,20.9,70
06/03/2025 20:00,19.5,75
06/03/2025 21:00,18.5,82
06/03/2025 22:00,17.6,87
06/03/2025 23:00,17.2,86
06/04/2025 00:00,16.8,86
06/04/2025 01:00,15.9,86
06/04/2025 02:00,15.1,85
06/04/2025 03:00,14.3,85
06/04/2025 04:00,13.9,83
06/04/2025 05:00,13.5,80
06/04/2025 06:00,13.8,79
06/04/2025 07:00,16.2,69
06/04/2025 08:00,19,60
06/04/2025 09:00,22.2,48
06/04/2025 10:00,23.3,41
06/04/2025 11:00,24.8,37
06/04/2025 12:00,25.7,30
06/04/2025 13:00,26.1,37
06/04/2025 14:00,25.8,36
06/04/2025 15:00,25.9,36
06/04/2025 16:00,25.2,38
06/04/2025 17:00,24.6,34
06/04/2025 18:00,23.5,39
06/04/2025 19:00,21.8,48
06/04/2025 20:00,20.5,53
06/04/2025 21:00,20,54
06/04/2025 22:00,18.8,61
06/04/2025 23:00,17.9,64
06/05/2025 00:00,17.8,64
06/05/2025 01:00,16.8,69
06/05/2025 02:00,16.5,69
06/05/2025 03:00,15.6,72
06/05/2025 04:00,14.4,77
06/05/2025 05:00,13.9,79
06/05/2025 06:00,14.4,76
06/05/2025 07:00,16.8,68
06/05/2025 08:00,19.1,59
06/05/2025 09:00,21.7,47
06/05/2025 10:00,23.3,43
06/05/2025 11:00,24.6,40
06/05/2025 12:00,25.1,35
06/05/2025 13:00,26,33
06/05/2025 14:00,26.8,32
06/05/2025 15:00,27.6,30
06/05/2025 16:00,27.5,30
06/05/2025 17:00,27.3,28
06/05/2025 18:00,26.9,30
06/05/2025 19:00,25.2,35
06/05/2025 20:00,23.2,41
06/05/2025 21:00,22.5,44
06/05/2025 22:00,21.5,50
06/05/2025 23:00,19.9,56
06/06/2025 00:00,19.9,58
06/06/2025 01:00,18.8,56
06/06/2025 02:00,19.2,55
06/06/2025 03:00,19.3,55
06/06/2025 04:00,19.6,52
06/06/2025 05:00,19.7,50
06/06/2025 06:00,20,45
06/06/2025 07:00,20.7,43
06/06/2025 08:00,22.1,41
06/06/2025 09:00,23.2,41
06/06/2025 10:00,23.9,41
06/06/2025 11:00,25.4,38
06/06/2025 12:00,27.9,36
06/06/2025 13:00,28,36
06/06/2025 14:00,27.7,34
06/06/2025 15:00,27,38
06/06/2025 16:00,27,41
06/06/2025 17:00,26.8,40
06/06/2025 18:00,26,40
06/06/2025 19:00,25.5,41
06/06/2025 20:00,24.7,43
06/06/2025 21:00,22.5,50
06/06/2025 22:00,21.3,54
06/06/2025 23:00,20.7,54
06/07/2025 00:00,20.3,55
06/07/2025 01:00,20,59
06/07/2025 02:00,19.6,61
06/07/2025 03:00,18.9,63
06/07/2025 04:00,19,63
06/07/2025 05:00,18.9,63
06/07/2025 06:00,19.2,62
06/07/2025 07:00,20.6,59
06/07/2025 08:00,23.5,51
06/07/2025 09:00,25.4,46
06/07/2025 10:00,27.2,35
06/07/2025 11:00,28.5,34
06/07/2025 12:00,28.9,32
06/07/2025 13:00,31.3,34
06/07/2025 14:00,30.9,30
06/07/2025 15:00,31,33
06/07/2025 16:00,28.9,50
06/07/2025 17:00,28.2,52
06/07/2025 18:00,26.6,55
06/07/2025 19:00,25.5,63
06/07/2025 20:00,24.4,66
06/07/2025 21:00,23.8,68
06/07/2025 22:00,23.2,75
06/07/2025 23:00,23.1,76
06/08/2025 00:00,22.8,79
06/08/2025 01:00,22.6,77
06/08/2025 02:00,22,78
06/08/2025 03:00,21.6,79
06/08/2025 04:00,21.7,80
06/08/2025 05:00,21.5,78
06/08/2025 06:00,21.8,78
06/08/2025 07:00,22.4,74
06/08/2025 08:00,24.3,67
06/08/2025 09:00,26.1,60
06/08/2025 10:00,26.8,61
06/08/2025 11:00,26.9,59
06/08/2025 12:00,29.4,50
06/08/2025 13:00,28.4,55
06/08/2025 14:00,28.7,54
06/08/2025 15:00,29.5,51
06/08/2025 16:00,28.9,58
06/08/2025 17:00,28.7,64
06/08/2025 18:00,27.4,67
06/08/2025 19:00,25.5,74
06/08/2025 20:00,23.7,81
06/08/2025 21:00,22,89
06/08/2025 22:00,21.2,93
06/08/2025 23:00,20.6,95
06/09/2025 00:00,20.5,96
06/09/2025 01:00,20.4,96
06/09/2025 02:00,20.5,97
06/09/2025 03:00,20.5,97
06/09/2025 04:00,20.7,96
06/09/2025 05:00,20.6,96
06/09/2025 06:00,21.2,91
06/09/2025 07:00,21.8,89
06/09/2025 08:00,22.3,85
06/09/2025 09:00,24.8,71
06/09/2025 10:00,25.4,66
06/09/2025 11:00,27.6,59
06/09/2025 12:00,28.2,55
06/09/2025 13:00,30.3,50
06/09/2025 14:00,30,51
06/09/2025 15:00,30.8,49
06/09/2025 16:00,29.8,55
06/09/2025 17:00,29.7,56
06/09/2025 18:00,28.2,58
06/09/2025 19:00,26.7,60
06/09/2025 20:00,25.3,63
06/09/2025 21:00,23.6,76
06/09/2025 22:00,22.9,79
06/09/2025 23:00,22.5,80
06/10/2025 00:00,22.1,82
06/10/2025 01:00,21.9,82
06/10/2025 02:00,21.5,80
06/10/2025 03:00,21.2,78
06/10/2025 04:00,19.8,89
06/10/2025 05:00,20.2,91
06/10/2025 06:00,20,90
06/10/2025 07:00,20.7,86
06/10/2025 08:00,22,78
06/10/2025 09:00,24.1,70
06/10/2025 10:00,25.6,62
06/10/2025 11:00,27.4,51
06/10/2025 12:00,28.9,43
06/10/2025 13:00,27.6,54
06/10/2025 14:00,25.5,59
06/10/2025 15:00,25,64
06/10/2025 16:00,24.4,63
06/10/2025 17:00,22.4,63
06/10/2025 18:00,20.3,72
06/10/2025 19:00,18.1,81
06/10/2025 20:00,16.2,88
06/10/2025 21:00,16.6,88
06/10/2025 22:00,16.8,86
06/10/2025 23:00,17.1,86
06/11/2025 00:00,17.2,88
06/11/2025 01:00,17.6,86
06/11/2025 02:00,18.4,84
06/11/2025 03:00,19.1,84
06/11/2025 04:00,20.2,83
06/11/2025 05:00,20.9,81
06/11/2025 06:00,21.2,79
06/11/2025 07:00,22.2,76
06/11/2025 08:00,23.4,74
06/11/2025 09:00,23.7,72
06/11/2025 10:00,23.7,49
06/11/2025 11:00,25.5,45
06/11/2025 12:00,26.6,41
06/11/2025 13:00,28.1,41
06/11/2025 14:00,29,37
06/11/2025 15:00,29.7,33
06/11/2025 16:00,29.8,32
06/11/2025 17:00,28.4,42
06/11/2025 18:00,25.4,58
06/11/2025 19:00,24.6,59
06/11/2025 20:00,23.3,59
06/11/2025 21:00,22.3,62
06/11/2025 22:00,21.6,63
06/11/2025 23:00,21.2,66
06/12/2025 00:00,20.7,68
06/12/2025 01:00,20.3,69
06/12/2025 02:00,19.5,73
06/12/2025 03:00,18.8,75
06/12/2025 04:00,18.4,76
06/12/2025 05:00,18.6,76
06/12/2025 06:00,18.5,75
06/12/2025 07:00,20.1,74
06/12/2025 08:00,22.2,63
06/12/2025 09:00,23.7,60
06/12/2025 10:00,24.9,56
06/12/2025 11:00,28.2,43
06/12/2025 12:00,29.6,37
06/12/2025 13:00,31.1,34
06/12/2025 14:00,31.8,33
06/12/2025 15:00,32.2,26
06/12/2025 16:00,32.6,27
06/12/2025 17:00,31.6,32
06/12/2025 18:00,28.8,39
06/12/2025 19:00,26.8,42
06/12/2025 20:00,25.3,47
06/12/2025 21:00,23.8,52
06/12/2025 22:00,22.9,54
06/12/2025 23:00,22.6,52
06/13/2025 00:00,21.8,55
06/13/2025 01:00,21.3,62
06/13/2025 02:00,21.1,66
06/13/2025 03:00,20.8,67
06/13/2025 04:00,20.6,68
06/13/2025 05:00,20.3,70
06/13/2025 06:00,20.1,71
06/13/2025 07:00,20.6,69
06/13/2025 08:00,21.6,68
06/13/2025 09:00,23.1,65
06/13/2025 10:00,24.1,64
06/13/2025 11:00,22.8,73
06/13/2025 12:00,22.6,79
06/13/2025 13:00,23.3,72
06/13/2025 14:00,23.7,76
06/13/2025 15:00,22.2,87
06/13/2025 16:00,21.9,89
06/13/2025 17:00,21.6,91
06/13/2025 18:00,21.9,90
06/13/2025 19:00,21.7,93
06/13/2025 20:00,20.6,94
06/13/2025 21:00,20.6,94
06/13/2025 22:00,20.9,95
06/13/2025 23:00,21.1,94
06/14/2025 00:00,20.9,94
06/14/2025 01:00,20.8,94
06/14/2025 02:00,20.8,94
06/14/2025 03:00,20.8,94
06/14/2025 04:00,21,95
06/14/2025 05:00,21.1,95
06/14/2025 06:00,21.3,95
06/14/2025 07:00,21.6,96
06/14/2025 08:00,22.5,95
06/14/2025 09:00,23.5,92
06/14/2025 10:00,22.8,94
06/14/2025 11:00,25.4,86
06/14/2025 12:00,25.2,84
06/14/2025 13:00,27.1,77
06/14/2025 14:00,28.5,73
06/14/2025 15:00,28.4,70
06/14/2025 16:00,28.3,70
06/14/2025 17:00,28.7,70
06/14/2025 18:00,28.9,69
06/14/2025 19:00,27.9,69
06/14/2025 20:00,25.6,79
06/14/2025 21:00,23.5,82
06/14/2025 22:00,22.1,83
06/14/2025 23:00,21.6,83
06/15/2025 00:00,21.2,84
06/15/2025 01:00,20.9,83
06/15/2025 02:00,20.6,85
06/15/2025 03:00,20.1,87
06/15/2025 04:00,19.8,89
06/15/2025 05:00,19.4,91
06/15/2025 06:00,19.8,91
06/15/2025 07:00,22.4,84
06/15/2025 08:00,24.1,79
06/15/2025 09:00,26.8,71
06/15/2025 10:00,28.2,60
06/15/2025 11:00,29.4,56
06/15/2025 12:00,31.2,54
06/15/2025 13:00,31.4,54
06/15/2025 14:00,31.5,53
06/15/2025 15:00,31.7,52
06/15/2025 16:00,31.4,57
06/15/2025 17:00,30.6,61
06/15/2025 18:00,29.9,65
06/15/2025 19:00,28.5,68
06/15/2025 20:00,27.9,69
06/15/2025 21:00,26.6,77
06/15/2025 22:00,24.7,89
06/15/2025 23:00,24.9,88
06/16/2025 00:00,24.8,88
06/16/2025 01:00,24.8,88
06/16/2025 02:00,24.5,89
06/16/2025 03:00,24.2,86
06/16/2025 04:00,23.9,84
06/16/2025 05:00,22.6,92
06/16/2025 06:00,22.8,92
06/16/2025 07:00,23,92
06/16/2025 08:00,23.5,91
06/16/2025 09:00,24.4,90
06/16/2025 10:00,24.6,89
06/16/2025 11:00,24,90
06/16/2025 12:00,25.8,85
06/16/2025 13:00,27,73
06/16/2025 14:00,27.1,68
06/16/2025 15:00,27.3,67
06/16/2025 16:00,27.8,61
06/16/2025 17:00,28.1,59
06/16/2025 18:00,28.5,58
06/16/2025 19:00,27.1,62
06/16/2025 20:00,24.9,75
06/16/2025 21:00,24.2,78
06/16/2025 22:00,24.1,74
06/16/2025 23:00,23.7,77
06/17/2025 00:00,23.6,75
06/17/2025 01:00,23.2,75
06/17/2025 02:00,22.8,75
06/17/2025 03:00,22.6,75
06/17/2025 04:00,22.8,73
06/17/2025 05:00,22.4,76
06/17/2025 06:00,23,75
06/17/2025 07:00,23.4,75
06/17/2025 08:00,24.3,74
06/17/2025 09:00,25.1,71
06/17/2025 10:00,26.1,69
06/17/2025 11:00,27.1,65
06/17/2025 12:00,27.6,67
06/17/2025 13:00,29.5,59
06/17/2025 14:00,30.3,54
06/17/2025 15:00,32.4,53.29
06/17/2025 16:00,31.9,54.82
06/17/2025 17:00,31,55.5
06/17/2025 18:00,29.9,65.9
06/17/2025 19:00,28.4,72.7
06/17/2025 20:00,25.8,82.4
06/17/2025 21:00,24,84.8
06/17/2025 22:00,22.9,88.5
06/17/2025 23:00,22.6,91.5
06/18/2025 00:00,22.5,91.6
06/18/2025 01:00,21.6,93.9
06/18/2025 02:00,21.9,95.1
06/18/2025 03:00,21,95.9
06/18/2025 04:00,21.1,95.9
06/18/2025 05:00,21,95.1
06/18/2025 06:00,21.2,93.7
06/18/2025 07:00,22.5,87.3
06/18/2025 08:00,24.1,78.2
06/18/2025 09:00,27.7,62.71
06/18/2025 10:00,29.4,55.42
06/18/2025 11:00,30.7,47.54
06/18/2025 12:00,32.1,37.11
06/18/2025 13:00,32.6,38.48
06/18/2025 14:00,33,37.9
06/18/2025 15:00,33.3,38.2
06/18/2025 16:00,32.8,41.41
06/18/2025 17:00,32,47.49
06/18/2025 18:00,30,55.29
06/18/2025 19:00,28.3,60.51
06/18/2025 20:00,25.4,72.3
06/18/2025 21:00,23.5,77.4
06/18/2025 22:00,22.2,84.1
